country;var_name;var_name_short;year;top10
Czech Republic;"sptinc_p90p100_z_CZ
Pre-tax national income 
Top 10% | share
";p90p100;2016;0.2989
Czech Republic;"sptinc_p90p100_z_CZ
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.2964
Czech Republic;"sptinc_p90p100_z_CZ
Pre-tax national income 
Top 10% | share
";p90p100;2018;0.2886
Czech Republic;"sptinc_p90p100_z_CZ
Pre-tax national income 
Top 10% | share
";p90p100;2019;0.2897
Czech Republic;"sptinc_p90p100_z_CZ
Pre-tax national income 
Top 10% | share
";p90p100;2020;0.2931
Czech Republic;"sptinc_p90p100_z_CZ
Pre-tax national income 
Top 10% | share
";p90p100;2021;0.2928
DR Congo;"sptinc_p90p100_z_CD
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.4933
DR Congo;"sptinc_p90p100_z_CD
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.4933
DR Congo;"sptinc_p90p100_z_CD
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.4933
DR Congo;"sptinc_p90p100_z_CD
Pre-tax national income 
Top 10% | share
";p90p100;2001;0.4933
DR Congo;"sptinc_p90p100_z_CD
Pre-tax national income 
Top 10% | share
";p90p100;2002;0.4933
DR Congo;"sptinc_p90p100_z_CD
Pre-tax national income 
Top 10% | share
";p90p100;2003;0.4933
DR Congo;"sptinc_p90p100_z_CD
Pre-tax national income 
Top 10% | share
";p90p100;2004;0.4933
DR Congo;"sptinc_p90p100_z_CD
Pre-tax national income 
Top 10% | share
";p90p100;2005;0.4927
DR Congo;"sptinc_p90p100_z_CD
Pre-tax national income 
Top 10% | share
";p90p100;2006;0.4921
DR Congo;"sptinc_p90p100_z_CD
Pre-tax national income 
Top 10% | share
";p90p100;2007;0.4915
DR Congo;"sptinc_p90p100_z_CD
Pre-tax national income 
Top 10% | share
";p90p100;2008;0.4908
DR Congo;"sptinc_p90p100_z_CD
Pre-tax national income 
Top 10% | share
";p90p100;2009;0.4902
DR Congo;"sptinc_p90p100_z_CD
Pre-tax national income 
Top 10% | share
";p90p100;2010;0.4896
DR Congo;"sptinc_p90p100_z_CD
Pre-tax national income 
Top 10% | share
";p90p100;2011;0.489
DR Congo;"sptinc_p90p100_z_CD
Pre-tax national income 
Top 10% | share
";p90p100;2012;0.4884
DR Congo;"sptinc_p90p100_z_CD
Pre-tax national income 
Top 10% | share
";p90p100;2013;0.4884
DR Congo;"sptinc_p90p100_z_CD
Pre-tax national income 
Top 10% | share
";p90p100;2014;0.4884
DR Congo;"sptinc_p90p100_z_CD
Pre-tax national income 
Top 10% | share
";p90p100;2015;0.4884
DR Congo;"sptinc_p90p100_z_CD
Pre-tax national income 
Top 10% | share
";p90p100;2016;0.4884
DR Congo;"sptinc_p90p100_z_CD
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.4884
DR Congo;"sptinc_p90p100_z_CD
Pre-tax national income 
Top 10% | share
";p90p100;2018;0.4884
DR Congo;"sptinc_p90p100_z_CD
Pre-tax national income 
Top 10% | share
";p90p100;2019;0.4884
DR Congo;"sptinc_p90p100_z_CD
Pre-tax national income 
Top 10% | share
";p90p100;2020;0.4884
DR Congo;"sptinc_p90p100_z_CD
Pre-tax national income 
Top 10% | share
";p90p100;2021;0.4884
Delaware;"sptinc_p90p100_z_US-DE
Pre-tax national income 
Top 10% | share
";p90p100;2021;
Denmark;"sptinc_p90p100_z_DK
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.2962
Denmark;"sptinc_p90p100_z_DK
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.3108
Denmark;"sptinc_p90p100_z_DK
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.3139
Denmark;"sptinc_p90p100_z_DK
Pre-tax national income 
Top 10% | share
";p90p100;2001;0.2968
Denmark;"sptinc_p90p100_z_DK
Pre-tax national income 
Top 10% | share
";p90p100;2002;0.2908
Denmark;"sptinc_p90p100_z_DK
Pre-tax national income 
Top 10% | share
";p90p100;2003;0.2864
Denmark;"sptinc_p90p100_z_DK
Pre-tax national income 
Top 10% | share
";p90p100;2004;0.2922
Denmark;"sptinc_p90p100_z_DK
Pre-tax national income 
Top 10% | share
";p90p100;2005;0.3081
Denmark;"sptinc_p90p100_z_DK
Pre-tax national income 
Top 10% | share
";p90p100;2006;0.3123
Denmark;"sptinc_p90p100_z_DK
Pre-tax national income 
Top 10% | share
";p90p100;2007;0.3065
Denmark;"sptinc_p90p100_z_DK
Pre-tax national income 
Top 10% | share
";p90p100;2008;0.3021
Denmark;"sptinc_p90p100_z_DK
Pre-tax national income 
Top 10% | share
";p90p100;2009;0.2914
Denmark;"sptinc_p90p100_z_DK
Pre-tax national income 
Top 10% | share
";p90p100;2010;0.3172
Denmark;"sptinc_p90p100_z_DK
Pre-tax national income 
Top 10% | share
";p90p100;2011;0.3181
Denmark;"sptinc_p90p100_z_DK
Pre-tax national income 
Top 10% | share
";p90p100;2012;0.319
Denmark;"sptinc_p90p100_z_DK
Pre-tax national income 
Top 10% | share
";p90p100;2013;0.3293
Denmark;"sptinc_p90p100_z_DK
Pre-tax national income 
Top 10% | share
";p90p100;2014;0.3367
Denmark;"sptinc_p90p100_z_DK
Pre-tax national income 
Top 10% | share
";p90p100;2015;0.3319
Denmark;"sptinc_p90p100_z_DK
Pre-tax national income 
Top 10% | share
";p90p100;2016;0.3349
Denmark;"sptinc_p90p100_z_DK
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.3351
Denmark;"sptinc_p90p100_z_DK
Pre-tax national income 
Top 10% | share
";p90p100;2018;0.3351
Denmark;"sptinc_p90p100_z_DK
Pre-tax national income 
Top 10% | share
";p90p100;2019;0.3324
Denmark;"sptinc_p90p100_z_DK
Pre-tax national income 
Top 10% | share
";p90p100;2020;0.337
Denmark;"sptinc_p90p100_z_DK
Pre-tax national income 
Top 10% | share
";p90p100;2021;0.3435
Djibouti;"sptinc_p90p100_z_DJ
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.4789
Djibouti;"sptinc_p90p100_z_DJ
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.4789
Djibouti;"sptinc_p90p100_z_DJ
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.4789
Djibouti;"sptinc_p90p100_z_DJ
Pre-tax national income 
Top 10% | share
";p90p100;2001;0.4789
Djibouti;"sptinc_p90p100_z_DJ
Pre-tax national income 
Top 10% | share
";p90p100;2002;0.4789
Djibouti;"sptinc_p90p100_z_DJ
Pre-tax national income 
Top 10% | share
";p90p100;2003;0.4827
Djibouti;"sptinc_p90p100_z_DJ
Pre-tax national income 
Top 10% | share
";p90p100;2004;0.4865
Djibouti;"sptinc_p90p100_z_DJ
Pre-tax national income 
Top 10% | share
";p90p100;2005;0.4903
Djibouti;"sptinc_p90p100_z_DJ
Pre-tax national income 
Top 10% | share
";p90p100;2006;0.4941
Djibouti;"sptinc_p90p100_z_DJ
Pre-tax national income 
Top 10% | share
";p90p100;2007;0.4979
Djibouti;"sptinc_p90p100_z_DJ
Pre-tax national income 
Top 10% | share
";p90p100;2008;0.5017
Djibouti;"sptinc_p90p100_z_DJ
Pre-tax national income 
Top 10% | share
";p90p100;2009;0.5054
Djibouti;"sptinc_p90p100_z_DJ
Pre-tax national income 
Top 10% | share
";p90p100;2010;0.5092
Djibouti;"sptinc_p90p100_z_DJ
Pre-tax national income 
Top 10% | share
";p90p100;2011;0.513
Djibouti;"sptinc_p90p100_z_DJ
Pre-tax national income 
Top 10% | share
";p90p100;2012;0.5167
Djibouti;"sptinc_p90p100_z_DJ
Pre-tax national income 
Top 10% | share
";p90p100;2013;0.5146
Djibouti;"sptinc_p90p100_z_DJ
Pre-tax national income 
Top 10% | share
";p90p100;2014;0.5098
Djibouti;"sptinc_p90p100_z_DJ
Pre-tax national income 
Top 10% | share
";p90p100;2015;0.5051
Djibouti;"sptinc_p90p100_z_DJ
Pre-tax national income 
Top 10% | share
";p90p100;2016;0.5003
Djibouti;"sptinc_p90p100_z_DJ
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.4955
Djibouti;"sptinc_p90p100_z_DJ
Pre-tax national income 
Top 10% | share
";p90p100;2018;0.4955
Djibouti;"sptinc_p90p100_z_DJ
Pre-tax national income 
Top 10% | share
";p90p100;2019;0.4955
Djibouti;"sptinc_p90p100_z_DJ
Pre-tax national income 
Top 10% | share
";p90p100;2020;0.4955
Djibouti;"sptinc_p90p100_z_DJ
Pre-tax national income 
Top 10% | share
";p90p100;2021;0.4955
Dominican Republic;"sptinc_p90p100_z_DO
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.5659
Dominican Republic;"sptinc_p90p100_z_DO
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.5659
Dominican Republic;"sptinc_p90p100_z_DO
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.5659
Dominican Republic;"sptinc_p90p100_z_DO
Pre-tax national income 
Top 10% | share
";p90p100;2001;0.5659
Dominican Republic;"sptinc_p90p100_z_DO
Pre-tax national income 
Top 10% | share
";p90p100;2002;0.5659
Dominican Republic;"sptinc_p90p100_z_DO
Pre-tax national income 
Top 10% | share
";p90p100;2003;0.5659
Dominican Republic;"sptinc_p90p100_z_DO
Pre-tax national income 
Top 10% | share
";p90p100;2004;0.5659
Dominican Republic;"sptinc_p90p100_z_DO
Pre-tax national income 
Top 10% | share
";p90p100;2005;0.5659
Dominican Republic;"sptinc_p90p100_z_DO
Pre-tax national income 
Top 10% | share
";p90p100;2006;0.5659
Dominican Republic;"sptinc_p90p100_z_DO
Pre-tax national income 
Top 10% | share
";p90p100;2007;0.5659
Dominican Republic;"sptinc_p90p100_z_DO
Pre-tax national income 
Top 10% | share
";p90p100;2008;0.5659
Dominican Republic;"sptinc_p90p100_z_DO
Pre-tax national income 
Top 10% | share
";p90p100;2009;0.5659
Dominican Republic;"sptinc_p90p100_z_DO
Pre-tax national income 
Top 10% | share
";p90p100;2010;0.5659
Dominican Republic;"sptinc_p90p100_z_DO
Pre-tax national income 
Top 10% | share
";p90p100;2011;0.5659
Dominican Republic;"sptinc_p90p100_z_DO
Pre-tax national income 
Top 10% | share
";p90p100;2012;0.5659
Dominican Republic;"sptinc_p90p100_z_DO
Pre-tax national income 
Top 10% | share
";p90p100;2013;0.575
Dominican Republic;"sptinc_p90p100_z_DO
Pre-tax national income 
Top 10% | share
";p90p100;2014;0.5598
Dominican Republic;"sptinc_p90p100_z_DO
Pre-tax national income 
Top 10% | share
";p90p100;2015;0.5653
Dominican Republic;"sptinc_p90p100_z_DO
Pre-tax national income 
Top 10% | share
";p90p100;2016;0.5736
Dominican Republic;"sptinc_p90p100_z_DO
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.5293
Dominican Republic;"sptinc_p90p100_z_DO
Pre-tax national income 
Top 10% | share
";p90p100;2018;0.5936
Dominican Republic;"sptinc_p90p100_z_DO
Pre-tax national income 
Top 10% | share
";p90p100;2019;0.5381
Dominican Republic;"sptinc_p90p100_z_DO
Pre-tax national income 
Top 10% | share
";p90p100;2020;0.5381
Dominican Republic;"sptinc_p90p100_z_DO
Pre-tax national income 
Top 10% | share
";p90p100;2021;0.5381
Ecuador;"sptinc_p90p100_z_EC
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.5672
Ecuador;"sptinc_p90p100_z_EC
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.5672
Ecuador;"sptinc_p90p100_z_EC
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.5672
Ecuador;"sptinc_p90p100_z_EC
Pre-tax national income 
Top 10% | share
";p90p100;2001;0.5672
Ecuador;"sptinc_p90p100_z_EC
Pre-tax national income 
Top 10% | share
";p90p100;2002;0.5649
Ecuador;"sptinc_p90p100_z_EC
Pre-tax national income 
Top 10% | share
";p90p100;2003;0.5627
Ecuador;"sptinc_p90p100_z_EC
Pre-tax national income 
Top 10% | share
";p90p100;2004;0.5437
Ecuador;"sptinc_p90p100_z_EC
Pre-tax national income 
Top 10% | share
";p90p100;2005;0.5246
Ecuador;"sptinc_p90p100_z_EC
Pre-tax national income 
Top 10% | share
";p90p100;2006;0.5056
Ecuador;"sptinc_p90p100_z_EC
Pre-tax national income 
Top 10% | share
";p90p100;2007;0.5557
Ecuador;"sptinc_p90p100_z_EC
Pre-tax national income 
Top 10% | share
";p90p100;2008;0.4941
Ecuador;"sptinc_p90p100_z_EC
Pre-tax national income 
Top 10% | share
";p90p100;2009;0.4848
Ecuador;"sptinc_p90p100_z_EC
Pre-tax national income 
Top 10% | share
";p90p100;2010;0.5041
Ecuador;"sptinc_p90p100_z_EC
Pre-tax national income 
Top 10% | share
";p90p100;2011;0.4452
Ecuador;"sptinc_p90p100_z_EC
Pre-tax national income 
Top 10% | share
";p90p100;2012;0.4673
Ecuador;"sptinc_p90p100_z_EC
Pre-tax national income 
Top 10% | share
";p90p100;2013;0.4765
Ecuador;"sptinc_p90p100_z_EC
Pre-tax national income 
Top 10% | share
";p90p100;2014;0.4619
Ecuador;"sptinc_p90p100_z_EC
Pre-tax national income 
Top 10% | share
";p90p100;2015;0.4377
Ecuador;"sptinc_p90p100_z_EC
Pre-tax national income 
Top 10% | share
";p90p100;2016;0.422
Ecuador;"sptinc_p90p100_z_EC
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.4456
Ecuador;"sptinc_p90p100_z_EC
Pre-tax national income 
Top 10% | share
";p90p100;2018;0.4436
Ecuador;"sptinc_p90p100_z_EC
Pre-tax national income 
Top 10% | share
";p90p100;2019;0.4298
Ecuador;"sptinc_p90p100_z_EC
Pre-tax national income 
Top 10% | share
";p90p100;2020;0.4843
Ecuador;"sptinc_p90p100_z_EC
Pre-tax national income 
Top 10% | share
";p90p100;2021;0.4843
Egypt;"sptinc_p90p100_z_EG
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.4985
Egypt;"sptinc_p90p100_z_EG
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.5103
Egypt;"sptinc_p90p100_z_EG
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.5069
Egypt;"sptinc_p90p100_z_EG
Pre-tax national income 
Top 10% | share
";p90p100;2001;0.5037
Egypt;"sptinc_p90p100_z_EG
Pre-tax national income 
Top 10% | share
";p90p100;2002;0.5005
Egypt;"sptinc_p90p100_z_EG
Pre-tax national income 
Top 10% | share
";p90p100;2003;0.4973
Egypt;"sptinc_p90p100_z_EG
Pre-tax national income 
Top 10% | share
";p90p100;2004;0.4942
Egypt;"sptinc_p90p100_z_EG
Pre-tax national income 
Top 10% | share
";p90p100;2005;0.4931
Egypt;"sptinc_p90p100_z_EG
Pre-tax national income 
Top 10% | share
";p90p100;2006;0.4921
Egypt;"sptinc_p90p100_z_EG
Pre-tax national income 
Top 10% | share
";p90p100;2007;0.4911
Egypt;"sptinc_p90p100_z_EG
Pre-tax national income 
Top 10% | share
";p90p100;2008;0.4902
Egypt;"sptinc_p90p100_z_EG
Pre-tax national income 
Top 10% | share
";p90p100;2009;0.4828
Egypt;"sptinc_p90p100_z_EG
Pre-tax national income 
Top 10% | share
";p90p100;2010;0.4754
Egypt;"sptinc_p90p100_z_EG
Pre-tax national income 
Top 10% | share
";p90p100;2011;0.475
Egypt;"sptinc_p90p100_z_EG
Pre-tax national income 
Top 10% | share
";p90p100;2012;0.4746
Egypt;"sptinc_p90p100_z_EG
Pre-tax national income 
Top 10% | share
";p90p100;2013;0.4812
Egypt;"sptinc_p90p100_z_EG
Pre-tax national income 
Top 10% | share
";p90p100;2014;0.4877
Egypt;"sptinc_p90p100_z_EG
Pre-tax national income 
Top 10% | share
";p90p100;2015;0.4939
Egypt;"sptinc_p90p100_z_EG
Pre-tax national income 
Top 10% | share
";p90p100;2016;0.4885
Egypt;"sptinc_p90p100_z_EG
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.4832
Egypt;"sptinc_p90p100_z_EG
Pre-tax national income 
Top 10% | share
";p90p100;2018;0.4807
Egypt;"sptinc_p90p100_z_EG
Pre-tax national income 
Top 10% | share
";p90p100;2019;0.4783
Egypt;"sptinc_p90p100_z_EG
Pre-tax national income 
Top 10% | share
";p90p100;2020;0.476
Egypt;"sptinc_p90p100_z_EG
Pre-tax national income 
Top 10% | share
";p90p100;2021;0.476
El Salvador;"sptinc_p90p100_z_SV
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.506
El Salvador;"sptinc_p90p100_z_SV
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.506
El Salvador;"sptinc_p90p100_z_SV
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.506
El Salvador;"sptinc_p90p100_z_SV
Pre-tax national income 
Top 10% | share
";p90p100;2001;0.506
El Salvador;"sptinc_p90p100_z_SV
Pre-tax national income 
Top 10% | share
";p90p100;2002;0.5093
El Salvador;"sptinc_p90p100_z_SV
Pre-tax national income 
Top 10% | share
";p90p100;2003;0.4933
El Salvador;"sptinc_p90p100_z_SV
Pre-tax national income 
Top 10% | share
";p90p100;2004;0.5011
El Salvador;"sptinc_p90p100_z_SV
Pre-tax national income 
Top 10% | share
";p90p100;2005;0.5243
El Salvador;"sptinc_p90p100_z_SV
Pre-tax national income 
Top 10% | share
";p90p100;2006;0.5
El Salvador;"sptinc_p90p100_z_SV
Pre-tax national income 
Top 10% | share
";p90p100;2007;0.5136
El Salvador;"sptinc_p90p100_z_SV
Pre-tax national income 
Top 10% | share
";p90p100;2008;0.5073
El Salvador;"sptinc_p90p100_z_SV
Pre-tax national income 
Top 10% | share
";p90p100;2009;0.501
El Salvador;"sptinc_p90p100_z_SV
Pre-tax national income 
Top 10% | share
";p90p100;2010;0.4724
El Salvador;"sptinc_p90p100_z_SV
Pre-tax national income 
Top 10% | share
";p90p100;2011;0.4685
El Salvador;"sptinc_p90p100_z_SV
Pre-tax national income 
Top 10% | share
";p90p100;2012;0.4646
El Salvador;"sptinc_p90p100_z_SV
Pre-tax national income 
Top 10% | share
";p90p100;2013;0.5242
El Salvador;"sptinc_p90p100_z_SV
Pre-tax national income 
Top 10% | share
";p90p100;2014;0.5091
El Salvador;"sptinc_p90p100_z_SV
Pre-tax national income 
Top 10% | share
";p90p100;2015;0.4695
El Salvador;"sptinc_p90p100_z_SV
Pre-tax national income 
Top 10% | share
";p90p100;2016;0.4813
El Salvador;"sptinc_p90p100_z_SV
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.4461
El Salvador;"sptinc_p90p100_z_SV
Pre-tax national income 
Top 10% | share
";p90p100;2018;0.4211
El Salvador;"sptinc_p90p100_z_SV
Pre-tax national income 
Top 10% | share
";p90p100;2019;0.4306
El Salvador;"sptinc_p90p100_z_SV
Pre-tax national income 
Top 10% | share
";p90p100;2020;0.4306
El Salvador;"sptinc_p90p100_z_SV
Pre-tax national income 
Top 10% | share
";p90p100;2021;0.4306
Equatorial Guinea;"sptinc_p90p100_z_GQ
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.521
Equatorial Guinea;"sptinc_p90p100_z_GQ
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.5203
Equatorial Guinea;"sptinc_p90p100_z_GQ
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.5195
Equatorial Guinea;"sptinc_p90p100_z_GQ
Pre-tax national income 
Top 10% | share
";p90p100;2001;0.5169
Equatorial Guinea;"sptinc_p90p100_z_GQ
Pre-tax national income 
Top 10% | share
";p90p100;2002;0.5147
Equatorial Guinea;"sptinc_p90p100_z_GQ
Pre-tax national income 
Top 10% | share
";p90p100;2003;0.5124
Equatorial Guinea;"sptinc_p90p100_z_GQ
Pre-tax national income 
Top 10% | share
";p90p100;2004;0.5103
Equatorial Guinea;"sptinc_p90p100_z_GQ
Pre-tax national income 
Top 10% | share
";p90p100;2005;0.5078
Equatorial Guinea;"sptinc_p90p100_z_GQ
Pre-tax national income 
Top 10% | share
";p90p100;2006;0.5054
Equatorial Guinea;"sptinc_p90p100_z_GQ
Pre-tax national income 
Top 10% | share
";p90p100;2007;0.5029
Equatorial Guinea;"sptinc_p90p100_z_GQ
Pre-tax national income 
Top 10% | share
";p90p100;2008;0.5012
Equatorial Guinea;"sptinc_p90p100_z_GQ
Pre-tax national income 
Top 10% | share
";p90p100;2009;0.5028
Equatorial Guinea;"sptinc_p90p100_z_GQ
Pre-tax national income 
Top 10% | share
";p90p100;2010;0.5045
Equatorial Guinea;"sptinc_p90p100_z_GQ
Pre-tax national income 
Top 10% | share
";p90p100;2011;0.506
Equatorial Guinea;"sptinc_p90p100_z_GQ
Pre-tax national income 
Top 10% | share
";p90p100;2012;0.5071
Equatorial Guinea;"sptinc_p90p100_z_GQ
Pre-tax national income 
Top 10% | share
";p90p100;2013;0.5084
Equatorial Guinea;"sptinc_p90p100_z_GQ
Pre-tax national income 
Top 10% | share
";p90p100;2014;0.5097
Equatorial Guinea;"sptinc_p90p100_z_GQ
Pre-tax national income 
Top 10% | share
";p90p100;2015;0.5107
Equatorial Guinea;"sptinc_p90p100_z_GQ
Pre-tax national income 
Top 10% | share
";p90p100;2016;0.5117
Equatorial Guinea;"sptinc_p90p100_z_GQ
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.5128
Equatorial Guinea;"sptinc_p90p100_z_GQ
Pre-tax national income 
Top 10% | share
";p90p100;2018;0.514
Equatorial Guinea;"sptinc_p90p100_z_GQ
Pre-tax national income 
Top 10% | share
";p90p100;2019;0.514
Equatorial Guinea;"sptinc_p90p100_z_GQ
Pre-tax national income 
Top 10% | share
";p90p100;2020;0.5139
Equatorial Guinea;"sptinc_p90p100_z_GQ
Pre-tax national income 
Top 10% | share
";p90p100;2021;0.5139
Eritrea;"sptinc_p90p100_z_ER
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.4644
Eritrea;"sptinc_p90p100_z_ER
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.4245
Eritrea;"sptinc_p90p100_z_ER
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.4257
Eritrea;"sptinc_p90p100_z_ER
Pre-tax national income 
Top 10% | share
";p90p100;2001;0.4269
Eritrea;"sptinc_p90p100_z_ER
Pre-tax national income 
Top 10% | share
";p90p100;2002;0.4281
Eritrea;"sptinc_p90p100_z_ER
Pre-tax national income 
Top 10% | share
";p90p100;2003;0.4293
Eritrea;"sptinc_p90p100_z_ER
Pre-tax national income 
Top 10% | share
";p90p100;2004;0.4305
Eritrea;"sptinc_p90p100_z_ER
Pre-tax national income 
Top 10% | share
";p90p100;2005;0.4332
Eritrea;"sptinc_p90p100_z_ER
Pre-tax national income 
Top 10% | share
";p90p100;2006;0.4359
Eritrea;"sptinc_p90p100_z_ER
Pre-tax national income 
Top 10% | share
";p90p100;2007;0.4386
Eritrea;"sptinc_p90p100_z_ER
Pre-tax national income 
Top 10% | share
";p90p100;2008;0.4413
Eritrea;"sptinc_p90p100_z_ER
Pre-tax national income 
Top 10% | share
";p90p100;2009;0.444
Eritrea;"sptinc_p90p100_z_ER
Pre-tax national income 
Top 10% | share
";p90p100;2010;0.4466
Eritrea;"sptinc_p90p100_z_ER
Pre-tax national income 
Top 10% | share
";p90p100;2011;0.4483
Eritrea;"sptinc_p90p100_z_ER
Pre-tax national income 
Top 10% | share
";p90p100;2012;0.4499
Eritrea;"sptinc_p90p100_z_ER
Pre-tax national income 
Top 10% | share
";p90p100;2013;0.4515
Eritrea;"sptinc_p90p100_z_ER
Pre-tax national income 
Top 10% | share
";p90p100;2014;0.4531
Eritrea;"sptinc_p90p100_z_ER
Pre-tax national income 
Top 10% | share
";p90p100;2015;0.4547
Eritrea;"sptinc_p90p100_z_ER
Pre-tax national income 
Top 10% | share
";p90p100;2016;0.4547
Eritrea;"sptinc_p90p100_z_ER
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.4547
Eritrea;"sptinc_p90p100_z_ER
Pre-tax national income 
Top 10% | share
";p90p100;2018;0.4547
Eritrea;"sptinc_p90p100_z_ER
Pre-tax national income 
Top 10% | share
";p90p100;2019;0.4547
Eritrea;"sptinc_p90p100_z_ER
Pre-tax national income 
Top 10% | share
";p90p100;2020;0.4547
Eritrea;"sptinc_p90p100_z_ER
Pre-tax national income 
Top 10% | share
";p90p100;2021;0.4547
Estonia;"sptinc_p90p100_z_EE
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.4228
Estonia;"sptinc_p90p100_z_EE
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.4187
Estonia;"sptinc_p90p100_z_EE
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.4215
Estonia;"sptinc_p90p100_z_EE
Pre-tax national income 
Top 10% | share
";p90p100;2001;0.4114
Estonia;"sptinc_p90p100_z_EE
Pre-tax national income 
Top 10% | share
";p90p100;2002;0.4293
Estonia;"sptinc_p90p100_z_EE
Pre-tax national income 
Top 10% | share
";p90p100;2003;0.4298
Estonia;"sptinc_p90p100_z_EE
Pre-tax national income 
Top 10% | share
";p90p100;2004;0.4099
Estonia;"sptinc_p90p100_z_EE
Pre-tax national income 
Top 10% | share
";p90p100;2005;0.4472
Estonia;"sptinc_p90p100_z_EE
Pre-tax national income 
Top 10% | share
";p90p100;2006;0.4085
Estonia;"sptinc_p90p100_z_EE
Pre-tax national income 
Top 10% | share
";p90p100;2007;0.3947
Estonia;"sptinc_p90p100_z_EE
Pre-tax national income 
Top 10% | share
";p90p100;2008;0.3755
Estonia;"sptinc_p90p100_z_EE
Pre-tax national income 
Top 10% | share
";p90p100;2009;0.3442
Estonia;"sptinc_p90p100_z_EE
Pre-tax national income 
Top 10% | share
";p90p100;2010;0.3596
Estonia;"sptinc_p90p100_z_EE
Pre-tax national income 
Top 10% | share
";p90p100;2011;0.3728
Estonia;"sptinc_p90p100_z_EE
Pre-tax national income 
Top 10% | share
";p90p100;2012;0.3923
Estonia;"sptinc_p90p100_z_EE
Pre-tax national income 
Top 10% | share
";p90p100;2013;0.3889
Estonia;"sptinc_p90p100_z_EE
Pre-tax national income 
Top 10% | share
";p90p100;2014;0.3849
Estonia;"sptinc_p90p100_z_EE
Pre-tax national income 
Top 10% | share
";p90p100;2015;0.3588
Estonia;"sptinc_p90p100_z_EE
Pre-tax national income 
Top 10% | share
";p90p100;2016;0.3541
Estonia;"sptinc_p90p100_z_EE
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.3539
Estonia;"sptinc_p90p100_z_EE
Pre-tax national income 
Top 10% | share
";p90p100;2018;0.3555
Estonia;"sptinc_p90p100_z_EE
Pre-tax national income 
Top 10% | share
";p90p100;2019;0.4076
Estonia;"sptinc_p90p100_z_EE
Pre-tax national income 
Top 10% | share
";p90p100;2020;0.4008
Estonia;"sptinc_p90p100_z_EE
Pre-tax national income 
Top 10% | share
";p90p100;2021;0.4014
Ethiopia;"sptinc_p90p100_z_ET
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.4644
Ethiopia;"sptinc_p90p100_z_ET
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.4245
Ethiopia;"sptinc_p90p100_z_ET
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.4257
Ethiopia;"sptinc_p90p100_z_ET
Pre-tax national income 
Top 10% | share
";p90p100;2001;0.4269
Ethiopia;"sptinc_p90p100_z_ET
Pre-tax national income 
Top 10% | share
";p90p100;2002;0.4281
Ethiopia;"sptinc_p90p100_z_ET
Pre-tax national income 
Top 10% | share
";p90p100;2003;0.4293
Ethiopia;"sptinc_p90p100_z_ET
Pre-tax national income 
Top 10% | share
";p90p100;2004;0.4305
Ethiopia;"sptinc_p90p100_z_ET
Pre-tax national income 
Top 10% | share
";p90p100;2005;0.4332
Ethiopia;"sptinc_p90p100_z_ET
Pre-tax national income 
Top 10% | share
";p90p100;2006;0.4359
